客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,是否使用优惠码,历史购买次数,支付方式,购买频率
2192,26,男,女式衬衫,服装,69,Pennsylvania,S,栗色,夏,3.8,否,次日达,否,No,46,现金,双周
2193,41,男,围巾,配饰,35,Virginia,L,黄色,冬,3.2,否,次日达,否,No,9,信用卡,每月
2194,27,男,衬衫,服装,78,California,L,绿松石色,春,5.0,否,快递,否,No,8,PayPal,每月
2195,61,男,袜子,服装,29,Kentucky,M,银色,夏,3.5,否,标准快递,否,No,48,银行转账,每季
2196,58,男,牛仔裤,服装,62,New York,M,棕色,秋,3.7,否,次日达,否,No,2,现金,每月
2197,25,男,连衣裙,服装,58,Vermont,M,灰色,春,4.8,否,次日达,否,No,31,PayPal,每周
2198,33,男,靴子,鞋履,88,Pennsylvania,M,靛蓝色,夏,3.7,否,两日达,否,No,40,Venmo,每月
2199,57,男,围巾,配饰,80,New York,L,绿松石色,夏,3.5,否,包邮,否,No,35,Venmo,每月
2200,39,男,围巾,配饰,47,North Carolina,M,栗色,夏,4.9,否,门店自提,否,No,40,借记卡,每月
2201,60,男,手套,配饰,51,Wyoming,L,炭灰色,夏,4.7,否,次日达,否,No,27,借记卡,每三个月
2202,39,男,长裤,服装,25,Ohio,L,桃色,春,4.9,否,两日达,否,No,10,Venmo,每年
2203,42,男,连衣裙,服装,36,Alabama,M,红色,夏,4.3,否,次日达,否,No,23,信用卡,每周
2204,53,男,连衣裙,服装,79,Rhode Island,M,靛蓝色,冬,3.1,否,包邮,否,No,32,现金,每季
2205,20,男,牛仔裤,服装,41,Oregon,S,薰衣草紫,冬,3.4,否,两日达,否,No,6,借记卡,每月
2206,46,男,毛衣,服装,68,North Dakota,XL,红色,秋,2.7,否,快递,否,No,27,PayPal,每周
2207,46,男,凉鞋,鞋履,51,Illinois,L,绿色,春,2.6,否,门店自提,否,No,25,银行转账,每两周
2208,69,男,手提包,配饰,38,New Mexico,M,灰色,秋,2.9,否,次日达,否,No,11,信用卡,每年
2209,28,男,围巾,配饰,46,Colorado,XL,紫罗兰色,夏,2.7,否,两日达,否,No,23,PayPal,每月
2210,42,男,凉鞋,鞋履,20,Utah,XL,米色,夏,4.5,否,两日达,否,No,44,银行转账,每季
2211,30,男,太阳镜,配饰,25,Virginia,M,橙色,夏,3.1,否,门店自提,否,No,35,PayPal,每两周
2212,50,男,毛衣,服装,89,Maine,L,紫色,冬,3.2,否,包邮,否,No,45,借记卡,每三个月
2213,59,男,长裤,服装,77,Nebraska,M,棕色,冬,3.3,否,次日达,否,No,22,银行转账,每季
2214,54,男,帽子,配饰,94,Hawaii,M,栗色,秋,2.9,否,快递,否,No,18,借记卡,每季
2215,50,男,腰带,配饰,100,Idaho,L,金色,秋,4.1,否,标准快递,否,No,20,借记卡,每周
2216,25,男,凉鞋,鞋履,96,West Virginia,M,靛蓝色,冬,2.7,否,快递,否,No,28,信用卡,每两周
2217,41,男,长裤,服装,36,Vermont,XL,银色,冬,4.0,否,门店自提,否,No,15,Venmo,双周
2218,35,男,首饰,配饰,27,Indiana,XL,红色,秋,2.6,否,门店自提,否,No,42,银行转账,每两周
2219,67,男,太阳镜,配饰,67,Idaho,M,品红色,冬,3.5,否,门店自提,否,No,20,借记卡,每季
2220,33,男,女式衬衫,服装,91,Minnesota,S,紫色,秋,2.8,否,门店自提,否,No,16,银行转账,每两周
2221,19,男,腰带,配饰,62,Wyoming,XL,米色,秋,4.5,否,门店自提,否,No,47,现金,每年
2222,25,男,短裤,服装,88,Kansas,XL,白色,秋,3.0,否,包邮,否,No,34,信用卡,每年
2223,32,男,长裤,服装,66,Georgia,M,青绿色,夏,4.4,否,门店自提,否,No,30,信用卡,每周
2224,30,男,凉鞋,鞋履,65,Kansas,M,灰色,秋,4.7,否,次日达,否,No,5,PayPal,每季
2225,18,男,手套,配饰,25,Nebraska,L,炭灰色,冬,4.3,否,标准快递,否,No,38,现金,每季
2226,38,男,腰带,配饰,64,Washington,S,橄榄绿,春,4.8,否,包邮,否,No,18,信用卡,每年
2227,22,男,衬衫,服装,72,Missouri,L,蓝色,春,4.8,否,门店自提,否,No,28,现金,每年
2228,40,男,围巾,配饰,74,Washington,S,灰色,夏,4.4,否,次日达,否,No,42,信用卡,每两周
2229,54,男,手套,配饰,50,Kansas,M,绿色,秋,3.7,否,包邮,否,No,5,信用卡,每周
2230,70,男,长裤,服装,97,Minnesota,M,银色,秋,3.9,否,快递,否,No,50,Venmo,每月
2231,52,男,运动鞋,鞋履,36,Colorado,S,青绿色,春,3.8,否,快递,否,No,33,Venmo,每两周
2232,34,男,夹克,外套,49,Utah,M,米色,秋,4.1,否,门店自提,否,No,1,信用卡,每周
2233,65,男,鞋子,鞋履,64,North Carolina,L,薰衣草紫,春,4.0,否,门店自提,否,No,14,现金,每两周
2234,38,男,女式衬衫,服装,31,Florida,XL,灰色,夏,4.5,否,快递,否,No,48,信用卡,每月
2235,35,男,靴子,鞋履,66,New Hampshire,S,黄色,冬,4.0,否,快递,否,No,26,现金,每周
2236,40,男,袜子,服装,82,Illinois,M,灰色,春,4.5,否,两日达,否,No,44,信用卡,每年
2237,23,男,T恤,服装,88,Louisiana,M,黄色,冬,2.7,否,标准快递,否,No,18,借记卡,每两周
2238,45,男,凉鞋,鞋履,34,Alabama,S,黑色,夏,3.8,否,次日达,否,No,31,Venmo,每三个月
2239,40,男,运动鞋,鞋履,84,Florida,L,米色,冬,3.8,否,标准快递,否,No,18,借记卡,每周
2240,42,男,首饰,配饰,96,Alabama,L,靛蓝色,夏,3.8,否,两日达,否,No,41,信用卡,每三个月
2241,57,男,凉鞋,鞋履,71,California,L,绿色,冬,4.3,否,次日达,否,No,18,借记卡,每三个月
2242,18,男,夹克,外套,77,Maryland,M,紫色,夏,3.5,否,包邮,否,No,3,银行转账,双周
2243,18,男,半身裙,服装,66,Nevada,M,橙色,春,3.8,否,次日达,否,No,5,信用卡,双周
2244,56,男,衬衫,服装,21,Massachusetts,M,青绿色,冬,3.7,否,两日达,否,No,13,借记卡,每年
2245,35,男,短裤,服装,37,South Carolina,M,金色,夏,4.8,否,两日达,否,No,22,PayPal,每年
2246,49,男,袜子,服装,90,Delaware,L,灰色,秋,4.9,否,包邮,否,No,45,PayPal,每两周
2247,49,男,夹克,外套,96,Hawaii,M,青色,秋,4.3,否,门店自提,否,No,39,PayPal,每三个月
2248,34,男,首饰,配饰,37,Florida,L,青绿色,夏,4.4,否,次日达,否,No,18,Venmo,每年
2249,63,男,T恤,服装,66,Rhode Island,M,紫罗兰色,冬,3.4,否,包邮,否,No,19,PayPal,每两周
2250,42,男,手套,配饰,45,Wyoming,XL,靛蓝色,春,4.3,否,次日达,否,No,29,借记卡,每周
2251,41,男,鞋子,鞋履,89,Colorado,L,粉色,夏,4.6,否,门店自提,否,No,19,信用卡,每周
2252,26,男,鞋子,鞋履,94,Virginia,L,金色,秋,3.8,否,包邮,否,No,22,借记卡,每月
2253,48,男,鞋子,鞋履,96,Nebraska,S,栗色,夏,3.9,否,快递,否,No,21,银行转账,每年
2254,62,男,卫衣,服装,31,Oklahoma,M,棕色,春,2.6,否,门店自提,否,No,22,PayPal,每月
2255,24,男,腰带,配饰,79,North Dakota,M,金色,冬,4.2,否,门店自提,否,No,44,PayPal,每三个月
2256,48,男,大衣,外套,39,Michigan,L,青绿色,春,4.6,否,门店自提,否,No,42,银行转账,每季
2257,31,男,女式衬衫,服装,22,California,M,绿松石色,秋,5.0,否,标准快递,否,No,33,信用卡,每季
2258,41,男,半身裙,服装,32,Tennessee,L,橄榄绿,秋,4.2,否,标准快递,否,No,6,银行转账,每年
2259,24,男,T恤,服装,71,Ohio,L,青色,冬,4.3,否,门店自提,否,No,44,信用卡,每三个月
2260,60,男,牛仔裤,服装,96,Florida,XL,米色,春,3.3,否,包邮,否,No,24,现金,每年
2261,38,男,围巾,配饰,82,Missouri,M,蓝色,秋,4.9,否,快递,否,No,16,PayPal,每季
2262,58,男,双肩包,配饰,76,South Carolina,L,金色,春,4.4,否,标准快递,否,No,12,银行转账,每两周
2263,53,男,双肩包,配饰,22,Arizona,M,绿色,冬,3.1,否,两日达,否,No,50,PayPal,每月
2264,44,男,围巾,配饰,40,Indiana,XL,绿色,冬,3.5,否,门店自提,否,No,42,现金,每季
2265,51,男,帽子,配饰,92,North Dakota,M,绿松石色,夏,3.9,否,两日达,否,No,50,PayPal,每月
2266,36,男,大衣,外套,94,Montana,XL,黄色,秋,3.9,否,门店自提,否,No,10,PayPal,每季
2267,20,男,连衣裙,服装,44,Missouri,M,黄色,秋,4.3,否,门店自提,否,No,32,借记卡,每周
2268,32,男,手套,配饰,49,Kentucky,S,蓝色,春,3.8,否,快递,否,No,37,Venmo,每周
2269,66,男,毛衣,服装,26,Georgia,L,炭灰色,春,2.7,否,两日达,否,No,15,银行转账,每月
2270,49,男,半身裙,服装,38,Kentucky,M,黄色,秋,4.4,否,门店自提,否,No,27,信用卡,每年
2271,27,男,女式衬衫,服装,72,Georgia,L,紫色,春,3.5,否,快递,否,No,7,Venmo,每周
2272,29,男,连衣裙,服装,99,Alaska,M,绿色,夏,3.4,否,包邮,否,No,49,PayPal,每季
2273,29,男,夹克,外套,38,Maine,L,炭灰色,春,4.0,否,标准快递,否,No,44,PayPal,每月
2274,55,男,大衣,外套,96,New Mexico,L,银色,冬,4.8,否,快递,否,No,13,PayPal,双周
2275,57,男,连衣裙,服装,27,New York,L,绿松石色,春,4.5,否,次日达,否,No,38,PayPal,每两周
2276,29,男,短裤,服装,24,Oklahoma,M,灰色,冬,4.4,否,标准快递,否,No,10,借记卡,每周
2277,31,男,牛仔裤,服装,82,Wyoming,L,红色,夏,4.1,否,两日达,否,No,25,借记卡,每周
2278,25,男,帽子,配饰,56,Alabama,M,米色,夏,4.6,否,次日达,否,No,18,信用卡,每季
2279,61,男,手套,配饰,25,Maryland,M,栗色,秋,3.8,否,门店自提,否,No,6,现金,每三个月
2280,53,男,运动鞋,鞋履,67,West Virginia,L,靛蓝色,春,2.9,否,包邮,否,No,35,银行转账,每季
2281,22,男,鞋子,鞋履,21,Kentucky,M,红色,夏,2.8,否,标准快递,否,No,31,信用卡,每两周
2282,28,男,卫衣,服装,27,Kansas,XL,栗色,夏,3.0,否,门店自提,否,No,41,银行转账,每年
2283,18,男,运动鞋,鞋履,97,Idaho,S,红色,秋,4.2,否,两日达,否,No,8,信用卡,每年
2284,44,男,手提包,配饰,45,Ohio,S,黑色,冬,4.1,否,包邮,否,No,34,信用卡,每两周
2285,32,男,女式衬衫,服装,63,Iowa,XL,黑色,秋,4.1,否,快递,否,No,20,Venmo,每年
2286,34,男,腰带,配饰,100,Michigan,L,粉色,夏,4.6,否,两日达,否,No,38,PayPal,每三个月
2287,67,男,袜子,服装,38,South Dakota,L,蓝色,春,2.5,否,门店自提,否,No,35,Venmo,每季
2288,66,男,女式衬衫,服装,45,Nebraska,L,绿色,夏,3.0,否,门店自提,否,No,6,借记卡,每年
2289,28,男,首饰,配饰,91,California,M,橙色,秋,3.8,否,次日达,否,No,50,PayPal,每周
2290,70,男,短裤,服装,82,Nevada,M,橙色,秋,4.1,否,包邮,否,No,47,Venmo,每周
2291,37,男,靴子,鞋履,48,Kansas,L,品红色,冬,3.3,否,标准快递,否,No,23,PayPal,每季
2292,28,男,大衣,外套,30,Ohio,M,靛蓝色,春,5.0,否,两日达,否,No,13,信用卡,每季
2293,43,男,T恤,服装,34,Vermont,S,米色,春,3.8,否,次日达,否,No,31,借记卡,每月
2294,37,男,毛衣,服装,68,Georgia,L,绿色,秋,3.3,否,快递,否,No,16,借记卡,每三个月
2295,54,男,太阳镜,配饰,95,Maryland,M,红色,冬,5.0,否,快递,否,No,40,借记卡,每年
2296,50,男,帽子,配饰,22,Connecticut,L,米色,春,2.9,否,两日达,否,No,45,PayPal,每季
2297,46,男,手套,配饰,88,Washington,M,绿色,秋,2.5,否,次日达,否,No,50,Venmo,每三个月
2298,60,男,袜子,服装,83,California,M,橙色,夏,4.7,否,标准快递,否,No,1,银行转账,每季
2299,40,男,手提包,配饰,87,Montana,L,青色,春,2.9,否,两日达,否,No,10,现金,每三个月
2300,64,男,大衣,外套,57,Idaho,M,紫罗兰色,夏,3.7,否,门店自提,否,No,48,信用卡,每三个月
2301,18,男,大衣,外套,88,Pennsylvania,XL,薰衣草紫,夏,4.4,否,两日达,否,No,38,信用卡,每月
2302,37,男,长裤,服装,20,Maine,L,绿松石色,冬,2.9,否,次日达,否,No,21,借记卡,每年
2303,36,男,腰带,配饰,39,Montana,L,粉色,夏,3.6,否,门店自提,否,No,38,Venmo,每月
2304,51,男,太阳镜,配饰,71,New Jersey,S,米色,春,4.8,否,两日达,否,No,31,信用卡,每两周
2305,26,男,卫衣,服装,73,Louisiana,L,银色,冬,4.7,否,包邮,否,No,9,借记卡,每两周
2306,68,男,手提包,配饰,63,Maine,M,金色,夏,2.6,否,包邮,否,No,47,现金,每周
2307,27,男,手套,配饰,78,Florida,L,银色,冬,3.4,否,标准快递,否,No,8,现金,双周
2308,28,男,半身裙,服装,96,Missouri,L,绿色,秋,3.5,否,次日达,否,No,30,借记卡,每年
2309,49,男,太阳镜,配饰,81,North Dakota,M,青绿色,冬,3.4,否,两日达,否,No,22,银行转账,每季
2310,70,男,连衣裙,服装,95,Connecticut,S,金色,秋,5.0,否,两日达,否,No,3,银行转账,每季
2311,30,男,手套,配饰,68,Virginia,M,青色,春,4.6,否,标准快递,否,No,15,PayPal,每月
2312,27,男,运动鞋,鞋履,28,Montana,L,金色,春,4.8,否,两日达,否,No,10,银行转账,每三个月
2313,19,男,T恤,服装,30,Vermont,L,紫罗兰色,夏,3.7,否,包邮,否,No,19,现金,每三个月
2314,64,男,连衣裙,服装,31,Georgia,M,黑色,夏,4.7,否,次日达,否,No,36,银行转账,每两周
2315,42,男,手提包,配饰,95,Virginia,XL,棕色,冬,4.4,否,快递,否,No,12,银行转账,每三个月
2316,69,男,袜子,服装,79,Vermont,M,靛蓝色,冬,3.5,否,两日达,否,No,49,借记卡,每季
2317,28,男,运动鞋,鞋履,39,Montana,L,黄色,冬,3.8,否,标准快递,否,No,7,借记卡,每年
2318,47,男,夹克,外套,34,New Jersey,M,紫色,夏,4.7,否,次日达,否,No,28,银行转账,每月
2319,69,男,卫衣,服装,28,Wyoming,L,白色,春,3.1,否,门店自提,否,No,30,信用卡,每年
2320,56,男,凉鞋,鞋履,38,Maine,XL,绿松石色,冬,5.0,否,包邮,否,No,29,PayPal,每月
2321,28,男,鞋子,鞋履,55,New Mexico,M,橄榄绿,春,3.7,否,包邮,否,No,9,借记卡,每三个月
2322,50,男,凉鞋,鞋履,31,Colorado,M,米色,冬,3.0,否,次日达,否,No,27,借记卡,每两周
2323,39,男,大衣,外套,84,Connecticut,S,薰衣草紫,春,4.5,否,门店自提,否,No,21,Venmo,每两周
2324,35,男,手套,配饰,93,Maryland,L,白色,冬,4.7,否,快递,否,No,36,信用卡,每月
2325,59,男,大衣,外套,28,Oregon,L,棕色,冬,3.5,否,包邮,否,No,19,借记卡,每年
2326,44,男,靴子,鞋履,55,New York,M,炭灰色,夏,4.4,否,两日达,否,No,47,现金,每周
2327,66,男,半身裙,服装,63,Oklahoma,L,栗色,冬,2.6,否,标准快递,否,No,38,银行转账,每年
2328,20,男,半身裙,服装,94,Alabama,M,红色,冬,4.2,否,两日达,否,No,22,Venmo,双周
2329,45,男,长裤,服装,36,North Dakota,M,栗色,秋,2.6,否,快递,否,No,29,Venmo,双周
2330,49,男,帽子,配饰,97,Nebraska,S,青绿色,春,4.8,否,包邮,否,No,42,银行转账,每年
2331,60,男,双肩包,配饰,63,Arizona,L,橙色,夏,2.9,否,门店自提,否,No,47,PayPal,每三个月
2332,61,男,围巾,配饰,77,Illinois,S,橄榄绿,春,4.3,否,两日达,否,No,10,信用卡,双周
2333,36,男,围巾,配饰,53,South Carolina,XL,橄榄绿,秋,2.6,否,门店自提,否,No,10,Venmo,每月
2334,33,男,衬衫,服装,77,Kansas,M,米色,春,3.8,否,次日达,否,No,1,PayPal,每三个月
2335,49,男,靴子,鞋履,79,Kansas,L,绿色,夏,4.2,否,标准快递,否,No,7,信用卡,每月
2336,31,男,大衣,外套,37,Idaho,M,黑色,夏,3.9,否,门店自提,否,No,10,Venmo,每两周
2337,19,男,腰带,配饰,94,California,M,绿色,冬,3.1,否,包邮,否,No,11,信用卡,每周
2338,39,男,靴子,鞋履,76,North Dakota,S,紫罗兰色,秋,3.6,否,门店自提,否,No,5,现金,每年
2339,66,男,运动鞋,鞋履,68,Georgia,S,银色,秋,4.0,否,快递,否,No,21,PayPal,每季
2340,25,男,衬衫,服装,65,Illinois,L,栗色,春,3.4,否,次日达,否,No,24,银行转账,每季
2341,63,男,女式衬衫,服装,24,Delaware,M,青色,夏,2.6,否,标准快递,否,No,37,信用卡,每两周
2342,56,男,夹克,外套,31,Connecticut,L,青绿色,夏,4.5,否,快递,否,No,22,Venmo,每三个月
2343,20,男,半身裙,服装,89,Tennessee,M,橄榄绿,秋,4.9,否,标准快递,否,No,16,借记卡,每两周
2344,58,男,袜子,服装,49,Maryland,M,红色,夏,4.4,否,两日达,否,No,44,PayPal,每月
2345,34,男,凉鞋,鞋履,92,Rhode Island,XL,薰衣草紫,秋,3.5,否,快递,否,No,14,Venmo,双周
2346,28,男,T恤,服装,32,New York,S,橙色,冬,3.3,否,快递,否,No,23,银行转账,每三个月
2347,22,男,夹克,外套,67,New Mexico,L,棕色,冬,3.1,否,标准快递,否,No,46,借记卡,每两周
2348,37,男,腰带,配饰,64,California,S,灰色,秋,4.2,否,快递,否,No,46,现金,每三个月
2349,54,男,鞋子,鞋履,84,Maine,M,橙色,春,4.9,否,次日达,否,No,16,PayPal,每三个月
2350,65,男,女式衬衫,服装,34,New York,M,橙色,秋,3.9,否,标准快递,否,No,40,信用卡,每三个月
2351,57,男,鞋子,鞋履,26,Hawaii,M,绿松石色,冬,4.2,否,包邮,否,No,21,现金,每年
2352,38,男,毛衣,服装,50,New Hampshire,S,青色,秋,4.9,否,门店自提,否,No,25,PayPal,双周
2353,70,男,靴子,鞋履,46,Nebraska,M,黄色,秋,2.8,否,门店自提,否,No,25,银行转账,每季
2354,56,男,手提包,配饰,71,Montana,M,白色,秋,4.1,否,标准快递,否,No,25,借记卡,每三个月
2355,56,男,女式衬衫,服装,78,Wisconsin,M,蓝色,夏,4.8,否,次日达,否,No,27,Venmo,每月
2356,22,男,半身裙,服装,35,Tennessee,S,紫色,冬,4.1,否,次日达,否,No,12,现金,每月
2357,57,男,双肩包,配饰,58,Montana,M,灰色,夏,3.0,否,包邮,否,No,27,借记卡,每季
2358,53,男,衬衫,服装,67,Michigan,L,青色,秋,4.2,否,两日达,否,No,40,信用卡,双周
2359,53,男,毛衣,服装,93,Texas,L,粉色,春,3.8,否,标准快递,否,No,38,信用卡,每季
2360,19,男,围巾,配饰,81,Pennsylvania,S,金色,春,3.3,否,两日达,否,No,44,银行转账,每三个月
2361,49,男,手提包,配饰,80,New York,L,银色,秋,4.7,否,两日达,否,No,27,Venmo,每三个月
2362,44,男,围巾,配饰,64,Alabama,M,灰色,春,4.3,否,两日达,否,No,30,信用卡,每三个月
2363,27,男,牛仔裤,服装,41,Virginia,M,棕色,秋,2.7,否,标准快递,否,No,24,信用卡,每月
2364,60,男,袜子,服装,79,Pennsylvania,XL,粉色,冬,4.2,否,快递,否,No,38,现金,双周
2365,62,男,太阳镜,配饰,60,Mississippi,L,栗色,冬,4.2,否,包邮,否,No,4,PayPal,每季
2366,52,男,运动鞋,鞋履,91,Wyoming,S,桃色,冬,2.5,否,次日达,否,No,32,Venmo,每月
2367,30,男,鞋子,鞋履,66,New Mexico,L,棕色,冬,3.6,否,快递,否,No,32,信用卡,每两周
2368,66,男,袜子,服装,85,North Dakota,L,绿色,冬,3.4,否,标准快递,否,No,28,银行转账,双周
2369,29,男,太阳镜,配饰,38,New Jersey,M,薰衣草紫,夏,3.3,否,标准快递,否,No,6,借记卡,每三个月
2370,24,男,毛衣,服装,23,Vermont,M,青色,冬,4.6,否,标准快递,否,No,24,PayPal,每月
2371,51,男,鞋子,鞋履,71,Alaska,M,黑色,春,3.9,否,门店自提,否,No,38,Venmo,每周
2372,67,男,袜子,服装,25,Indiana,M,炭灰色,冬,3.7,否,次日达,否,No,28,借记卡,每年
2373,50,男,靴子,鞋履,39,Alabama,XL,银色,春,3.1,否,快递,否,No,9,PayPal,每两周
2374,37,男,卫衣,服装,20,Michigan,M,灰色,春,4.9,否,快递,否,No,21,借记卡,每三个月
2375,69,男,手套,配饰,73,Washington,L,桃色,冬,4.7,否,标准快递,否,No,31,借记卡,每月
2376,60,男,双肩包,配饰,63,Virginia,L,桃色,秋,2.9,否,次日达,否,No,18,信用卡,每季
2377,21,男,手套,配饰,94,Tennessee,XL,青色,春,4.1,否,快递,否,No,5,现金,每周
2378,44,男,女式衬衫,服装,94,South Dakota,L,品红色,秋,4.0,否,次日达,否,No,22,现金,每年
2379,26,男,围巾,配饰,71,New Hampshire,L,青绿色,夏,2.7,否,门店自提,否,No,37,PayPal,双周
2380,40,男,帽子,配饰,77,South Dakota,M,桃色,春,4.0,否,两日达,否,No,22,借记卡,每月
2381,41,男,围巾,配饰,66,Pennsylvania,M,黑色,秋,2.5,否,次日达,否,No,36,PayPal,每两周
2382,62,男,凉鞋,鞋履,23,Wisconsin,M,青绿色,夏,4.5,否,包邮,否,No,23,PayPal,每年
2383,39,男,毛衣,服装,60,California,M,绿松石色,春,3.9,否,快递,否,No,44,借记卡,每周
2384,53,男,双肩包,配饰,72,Rhode Island,L,金色,春,4.9,否,两日达,否,No,25,银行转账,每年
2385,24,男,女式衬衫,服装,35,Alabama,L,绿色,冬,3.3,否,两日达,否,No,40,PayPal,每季
2386,41,男,围巾,配饰,31,Oklahoma,M,棕色,秋,3.8,否,快递,否,No,12,PayPal,每周
2387,19,男,袜子,服装,33,Illinois,L,蓝色,夏,2.9,否,标准快递,否,No,14,Venmo,每月
2388,36,男,帽子,配饰,95,Tennessee,M,金色,夏,4.0,否,两日达,否,No,14,借记卡,每月
2389,21,男,连衣裙,服装,68,Alabama,M,桃色,秋,4.1,否,门店自提,否,No,10,借记卡,每年
2390,25,男,大衣,外套,87,Kansas,M,紫罗兰色,春,3.1,否,门店自提,否,No,17,银行转账,每三个月
2391,65,男,衬衫,服装,64,Arizona,XL,黄色,冬,4.6,否,快递,否,No,24,借记卡,每两周
2392,42,男,衬衫,服装,74,Michigan,M,黑色,冬,4.6,否,次日达,否,No,31,银行转账,每季
2393,40,男,牛仔裤,服装,62,Missouri,L,银色,春,2.6,否,两日达,否,No,36,现金,每年
2394,58,男,袜子,服装,97,Louisiana,M,棕色,冬,5.0,否,两日达,否,No,38,PayPal,每三个月
2395,40,男,凉鞋,鞋履,47,Connecticut,L,桃色,秋,2.9,否,两日达,否,No,23,借记卡,每两周
2396,62,男,女式衬衫,服装,83,Connecticut,M,青色,冬,3.5,否,两日达,否,No,47,PayPal,双周
