客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,历史购买次数,支付方式,购买频率,年龄段,购买频率天数,客户类型
2419,22,男,长裤,服装,69,Michigan,S,靛蓝色,秋,4.0,否,次日达,否,47,现金,每三个月,青年,90,忠实客户
2420,26,男,毛衣,服装,40,North Carolina,M,蓝色,秋,2.7,否,次日达,否,11,信用卡,每三个月,青年,90,忠实客户
2421,41,男,夹克,外套,87,North Carolina,S,绿色,冬,4.2,否,包邮,否,28,PayPal,每年,成年,365,忠实客户
2422,37,男,运动鞋,鞋履,46,Minnesota,L,粉色,春,4.6,否,标准快递,否,2,借记卡,每三个月,成年,90,回头客
2423,30,男,首饰,配饰,82,Georgia,M,桃色,冬,4.8,否,门店自提,否,45,信用卡,每周,青年,7,忠实客户
2424,49,男,双肩包,配饰,81,West Virginia,M,紫色,夏,2.8,否,包邮,否,7,信用卡,每三个月,中年,90,回头客
2425,49,男,首饰,配饰,57,Delaware,M,桃色,冬,4.5,否,次日达,否,28,银行转账,双周,中年,14,忠实客户
2426,58,男,鞋子,鞋履,49,North Dakota,S,橄榄绿,夏,3.0,否,两日达,否,34,银行转账,每季,老年,90,忠实客户
2427,70,男,夹克,外套,42,Florida,M,橄榄绿,秋,4.6,否,包邮,否,26,借记卡,每三个月,老年,90,忠实客户
2428,27,男,夹克,外套,26,Oregon,M,紫色,春,3.3,否,标准快递,否,45,现金,每季,青年,90,忠实客户
2429,65,男,T恤,服装,38,Idaho,M,紫罗兰色,春,4.4,否,次日达,否,34,借记卡,每年,老年,365,忠实客户
2430,57,男,运动鞋,鞋履,57,Virginia,XL,栗色,夏,4.4,否,标准快递,否,47,信用卡,每两周,中年,14,忠实客户
2431,20,男,夹克,外套,100,North Dakota,XL,白色,夏,4.3,否,快递,否,42,现金,每季,青年,90,忠实客户
2432,34,男,卫衣,服装,73,Alabama,S,橄榄绿,秋,3.4,否,快递,否,27,银行转账,每三个月,成年,90,忠实客户
2433,59,男,夹克,外套,66,Hawaii,M,桃色,冬,2.8,否,门店自提,否,43,Venmo,每月,老年,30,忠实客户
2434,54,男,T恤,服装,73,Oregon,M,蓝色,春,3.4,否,标准快递,否,16,现金,双周,中年,14,忠实客户
2435,36,男,手套,配饰,45,Utah,M,棕色,春,5.0,否,门店自提,否,40,信用卡,每月,成年,30,忠实客户
2436,21,男,运动鞋,鞋履,27,Hawaii,S,黑色,秋,4.5,否,包邮,否,29,现金,双周,青年,14,忠实客户
2437,52,男,T恤,服装,24,Connecticut,M,黄色,秋,2.7,否,门店自提,否,38,信用卡,每季,中年,90,忠实客户
2438,43,男,运动鞋,鞋履,59,Wyoming,XL,品红色,冬,3.4,否,门店自提,否,34,信用卡,每周,成年,7,忠实客户
2439,32,男,牛仔裤,服装,20,Delaware,S,青色,冬,3.4,否,快递,否,30,Venmo,每周,成年,7,忠实客户
2440,55,男,手提包,配饰,44,Arkansas,M,栗色,夏,2.8,否,标准快递,否,45,银行转账,每年,中年,365,忠实客户
2441,31,男,袜子,服装,90,Indiana,M,红色,春,4.7,否,标准快递,否,47,银行转账,每年,青年,365,忠实客户
2442,45,男,首饰,配饰,36,California,M,黑色,秋,4.7,否,包邮,否,5,信用卡,每月,中年,30,回头客
2443,53,男,女式衬衫,服装,95,Wyoming,L,紫罗兰色,冬,4.7,否,包邮,否,50,借记卡,双周,中年,14,忠实客户
2444,24,男,双肩包,配饰,30,South Dakota,M,绿色,春,3.4,否,两日达,否,24,银行转账,双周,青年,14,忠实客户
2445,47,男,围巾,配饰,65,West Virginia,S,金色,秋,3.7,否,快递,否,15,借记卡,双周,中年,14,忠实客户
2446,63,男,围巾,配饰,96,Tennessee,M,棕色,夏,4.1,否,门店自提,否,50,现金,每周,老年,7,忠实客户
2447,38,男,衬衫,服装,65,Alaska,L,桃色,春,2.9,否,两日达,否,7,信用卡,每月,成年,30,回头客
2448,59,男,长裤,服装,47,South Dakota,L,桃色,秋,3.2,否,门店自提,否,10,Venmo,每两周,老年,14,回头客
2449,54,男,帽子,配饰,25,Tennessee,S,紫罗兰色,秋,3.0,否,包邮,否,38,PayPal,双周,中年,14,忠实客户
2450,26,男,大衣,外套,56,Alabama,S,紫罗兰色,秋,4.1,否,快递,否,31,Venmo,每两周,青年,14,忠实客户
2451,68,男,T恤,服装,76,North Carolina,M,品红色,秋,4.5,否,标准快递,否,7,Venmo,每季,老年,90,回头客
2452,41,男,袜子,服装,60,Oklahoma,M,紫色,秋,3.4,否,门店自提,否,27,Venmo,每月,成年,30,忠实客户
2453,68,男,衬衫,服装,67,New York,L,紫色,冬,4.1,否,快递,否,45,银行转账,每三个月,老年,90,忠实客户
2454,21,男,毛衣,服装,95,Iowa,XL,青色,春,4.6,否,门店自提,否,13,现金,每年,青年,365,忠实客户
2455,32,男,手套,配饰,72,Alaska,M,品红色,冬,4.6,否,快递,否,33,Venmo,每年,成年,365,忠实客户
2456,20,男,腰带,配饰,98,Alaska,L,薰衣草紫,春,3.4,否,快递,否,25,现金,每三个月,青年,90,忠实客户
2457,59,男,牛仔裤,服装,83,Nebraska,M,绿色,冬,3.3,否,两日达,否,5,PayPal,每月,老年,30,回头客
2458,53,男,手提包,配饰,37,Delaware,M,栗色,秋,3.6,否,两日达,否,23,现金,每季,中年,90,忠实客户
2459,66,男,T恤,服装,85,Texas,L,绿松石色,秋,4.6,否,包邮,否,17,银行转账,每周,老年,7,忠实客户
2460,47,男,袜子,服装,36,Missouri,L,紫罗兰色,秋,4.3,否,两日达,否,14,现金,每周,中年,7,忠实客户
2461,58,男,牛仔裤,服装,36,Maine,S,薰衣草紫,冬,4.0,否,门店自提,否,28,信用卡,每年,老年,365,忠实客户
2462,28,男,围巾,配饰,86,Pennsylvania,L,红色,夏,4.8,否,次日达,否,19,信用卡,每周,青年,7,忠实客户
2463,68,男,长裤,服装,99,Missouri,XL,橙色,春,4.3,否,标准快递,否,31,银行转账,双周,老年,14,忠实客户
2464,60,男,女式衬衫,服装,21,Mississippi,XL,靛蓝色,夏,3.3,否,标准快递,否,25,现金,双周,老年,14,忠实客户
2465,47,男,夹克,外套,84,Hawaii,L,青绿色,冬,2.8,否,快递,否,4,现金,双周,中年,14,回头客
2466,18,男,凉鞋,鞋履,63,Texas,M,棕色,春,4.4,否,包邮,否,20,银行转账,每周,青年,7,忠实客户
2467,32,男,短裤,服装,84,South Dakota,S,粉色,夏,3.7,否,快递,否,37,现金,每年,成年,365,忠实客户
2468,27,男,短裤,服装,72,New Jersey,M,薰衣草紫,春,3.6,否,快递,否,28,信用卡,每年,青年,365,忠实客户
2469,65,男,半身裙,服装,21,Connecticut,L,青色,冬,3.7,否,两日达,否,6,Venmo,每周,老年,7,回头客
2470,68,男,凉鞋,鞋履,92,Maryland,M,黄色,秋,5.0,否,标准快递,否,27,PayPal,每年,老年,365,忠实客户
2471,55,男,女式衬衫,服装,72,Arizona,XL,粉色,秋,2.7,否,次日达,否,29,信用卡,每两周,中年,14,忠实客户
2472,30,男,凉鞋,鞋履,83,Oklahoma,M,灰色,春,4.3,否,门店自提,否,1,现金,每年,青年,365,新客户
2473,24,男,衬衫,服装,73,Utah,M,桃色,夏,4.1,否,标准快递,否,31,信用卡,每年,青年,365,忠实客户
2474,57,男,袜子,服装,98,Arkansas,M,红色,冬,2.6,否,次日达,否,28,现金,每季,中年,90,忠实客户
2475,23,男,T恤,服装,76,North Carolina,M,橄榄绿,秋,3.2,否,门店自提,否,19,银行转账,每季,青年,90,忠实客户
2476,69,男,连衣裙,服装,43,California,S,薰衣草紫,夏,3.5,否,次日达,否,36,Venmo,每月,老年,30,忠实客户
2477,60,男,帽子,配饰,60,Colorado,M,绿松石色,夏,3.7,否,次日达,否,28,现金,每月,老年,30,忠实客户
2478,25,男,手套,配饰,40,California,L,绿松石色,春,3.8,否,两日达,否,29,PayPal,每周,青年,7,忠实客户
2479,18,男,袜子,服装,93,Vermont,S,栗色,冬,4.8,否,两日达,否,9,银行转账,每三个月,青年,90,回头客
2480,37,男,连衣裙,服装,98,Kansas,S,橄榄绿,秋,4.2,否,标准快递,否,26,信用卡,每三个月,成年,90,忠实客户
2481,61,男,袜子,服装,91,Ohio,XL,栗色,夏,2.9,否,次日达,否,7,信用卡,每两周,老年,14,回头客
2482,41,男,腰带,配饰,92,New Jersey,XL,青色,秋,2.9,否,包邮,否,35,借记卡,每周,成年,7,忠实客户
2483,69,男,手提包,配饰,87,Arizona,S,桃色,冬,4.8,否,次日达,否,46,信用卡,每三个月,老年,90,忠实客户
2484,32,男,半身裙,服装,96,Arizona,S,青绿色,秋,2.9,否,标准快递,否,8,借记卡,每月,成年,30,回头客
2485,60,男,卫衣,服装,97,New Hampshire,M,绿色,夏,4.8,否,两日达,否,50,现金,每三个月,老年,90,忠实客户
2486,43,男,女式衬衫,服装,55,Louisiana,M,米色,春,4.6,否,两日达,否,37,银行转账,每年,成年,365,忠实客户
2487,61,男,牛仔裤,服装,58,Texas,L,品红色,春,4.4,否,门店自提,否,6,信用卡,每两周,老年,14,回头客
2488,57,男,靴子,鞋履,21,Montana,L,紫罗兰色,春,3.0,否,次日达,否,16,PayPal,双周,中年,14,忠实客户
2489,56,男,手提包,配饰,82,New Hampshire,XL,炭灰色,夏,4.4,否,快递,否,30,PayPal,每月,中年,30,忠实客户
2490,66,男,大衣,外套,34,South Dakota,M,绿色,冬,3.9,否,快递,否,50,Venmo,每季,老年,90,忠实客户
2491,52,男,女式衬衫,服装,78,Montana,M,灰色,春,4.0,否,包邮,否,5,现金,每三个月,中年,90,回头客
2492,63,男,手提包,配饰,47,North Carolina,M,品红色,春,2.5,否,快递,否,15,银行转账,每月,老年,30,忠实客户
2493,50,男,太阳镜,配饰,96,South Dakota,S,银色,夏,4.1,否,次日达,否,34,银行转账,双周,中年,14,忠实客户
2494,21,男,袜子,服装,23,Maine,S,米色,秋,4.8,否,两日达,否,6,Venmo,每三个月,青年,90,回头客
2495,42,男,鞋子,鞋履,27,Oklahoma,S,桃色,冬,2.6,否,门店自提,否,26,借记卡,每年,成年,365,忠实客户
2496,40,男,双肩包,配饰,37,Nebraska,XL,橙色,春,3.1,否,包邮,否,34,信用卡,每三个月,成年,90,忠实客户
2497,67,男,围巾,配饰,79,Illinois,S,黄色,夏,3.2,否,门店自提,否,37,信用卡,每周,老年,7,忠实客户
2498,35,男,双肩包,配饰,40,Colorado,M,紫罗兰色,夏,4.2,否,标准快递,否,28,银行转账,每年,成年,365,忠实客户
2499,18,男,大衣,外套,39,Massachusetts,S,绿色,秋,2.6,否,次日达,否,38,现金,每两周,青年,14,忠实客户
2500,52,男,卫衣,服装,73,Louisiana,L,粉色,夏,3.1,否,次日达,否,2,现金,每季,中年,90,回头客
2501,59,男,手套,配饰,84,Massachusetts,M,紫罗兰色,秋,2.9,否,门店自提,否,32,现金,双周,老年,14,忠实客户
2502,49,男,短裤,服装,94,West Virginia,M,紫罗兰色,秋,4.6,否,包邮,否,30,Venmo,双周,中年,14,忠实客户
2503,46,男,半身裙,服装,47,Idaho,L,粉色,春,4.1,否,标准快递,否,17,PayPal,每三个月,中年,90,忠实客户
2504,69,男,靴子,鞋履,77,Ohio,M,紫罗兰色,夏,2.5,否,门店自提,否,5,借记卡,双周,老年,14,回头客
2505,56,男,短裤,服装,94,Rhode Island,M,绿松石色,冬,4.0,否,门店自提,否,31,现金,双周,中年,14,忠实客户
2506,27,男,手提包,配饰,75,Illinois,M,青色,夏,3.5,否,快递,否,43,PayPal,每季,青年,90,忠实客户
2507,57,男,连衣裙,服装,82,New York,XL,橙色,春,4.4,否,包邮,否,19,Venmo,每年,中年,365,忠实客户
2508,58,男,鞋子,鞋履,36,Louisiana,M,青色,秋,2.9,否,门店自提,否,32,信用卡,每三个月,老年,90,忠实客户
2509,23,男,运动鞋,鞋履,90,California,XL,靛蓝色,春,3.1,否,两日达,否,5,借记卡,双周,青年,14,回头客
2510,19,男,袜子,服装,48,Washington,M,黑色,春,4.4,否,包邮,否,9,银行转账,每季,青年,90,回头客
2511,40,男,夹克,外套,42,South Dakota,L,紫色,冬,4.4,否,标准快递,否,48,信用卡,每周,成年,7,忠实客户
2512,54,男,双肩包,配饰,33,Idaho,M,青色,夏,2.7,否,门店自提,否,1,PayPal,每季,中年,90,新客户
2513,50,男,袜子,服装,63,North Dakota,M,绿色,夏,4.9,否,包邮,否,20,信用卡,每月,中年,30,忠实客户
2514,69,男,手提包,配饰,53,Washington,L,青绿色,冬,3.5,否,两日达,否,42,现金,每年,老年,365,忠实客户
2515,42,男,帽子,配饰,37,Alaska,L,青绿色,春,4.8,否,包邮,否,45,PayPal,双周,成年,14,忠实客户
2516,37,男,女式衬衫,服装,92,Kansas,M,品红色,夏,4.2,否,两日达,否,41,现金,每月,成年,30,忠实客户
2517,46,男,短裤,服装,73,Utah,XL,棕色,春,4.6,否,标准快递,否,36,借记卡,每季,中年,90,忠实客户
2518,64,男,衬衫,服装,38,Wyoming,L,橙色,春,2.9,否,标准快递,否,10,Venmo,每年,老年,365,回头客
2519,20,男,靴子,鞋履,51,Maine,XL,蓝色,秋,4.0,否,门店自提,否,31,Venmo,每年,青年,365,忠实客户
2520,40,男,夹克,外套,90,Michigan,L,品红色,春,4.9,否,标准快递,否,21,信用卡,每季,成年,90,忠实客户
2521,64,男,夹克,外套,56,Illinois,L,品红色,夏,3.1,否,次日达,否,16,现金,每三个月,老年,90,忠实客户
2522,29,男,手提包,配饰,33,Minnesota,M,品红色,秋,4.4,否,标准快递,否,18,PayPal,每三个月,青年,90,忠实客户
2523,20,男,腰带,配饰,53,Massachusetts,S,橄榄绿,冬,2.5,否,两日达,否,20,借记卡,每周,青年,7,忠实客户
2524,43,男,手提包,配饰,24,New Jersey,S,青色,春,3.4,否,快递,否,21,银行转账,每年,成年,365,忠实客户
2525,60,男,大衣,外套,59,Kansas,M,紫色,春,3.7,否,快递,否,23,信用卡,每季,老年,90,忠实客户
2526,39,男,毛衣,服装,72,Kentucky,M,紫色,冬,4.2,否,标准快递,否,20,PayPal,每周,成年,7,忠实客户
2527,47,男,短裤,服装,28,Rhode Island,S,桃色,春,3.4,否,快递,否,30,PayPal,双周,中年,14,忠实客户
2528,19,男,长裤,服装,36,Illinois,M,金色,秋,3.6,否,快递,否,33,银行转账,每三个月,青年,90,忠实客户
2529,52,男,首饰,配饰,47,Alabama,S,桃色,秋,4.7,否,两日达,否,31,借记卡,每月,中年,30,忠实客户
2530,34,男,手套,配饰,62,Tennessee,M,品红色,春,4.7,否,次日达,否,48,银行转账,每月,成年,30,忠实客户
2531,25,男,半身裙,服装,98,Massachusetts,S,青色,春,3.6,否,包邮,否,28,借记卡,每周,青年,7,忠实客户
2532,43,男,凉鞋,鞋履,28,Texas,M,紫罗兰色,夏,4.6,否,包邮,否,7,现金,每三个月,成年,90,回头客
2533,55,男,袜子,服装,86,Nebraska,S,炭灰色,夏,2.6,否,次日达,否,4,借记卡,每周,中年,7,回头客
2534,66,男,首饰,配饰,46,Pennsylvania,S,蓝色,夏,3.1,否,标准快递,否,49,现金,双周,老年,14,忠实客户
2535,41,男,太阳镜,配饰,42,Virginia,XL,红色,秋,3.2,否,包邮,否,22,现金,每周,成年,7,忠实客户
2536,47,男,大衣,外套,80,Vermont,S,紫色,冬,3.9,否,快递,否,39,银行转账,每两周,中年,14,忠实客户
2537,51,男,腰带,配饰,39,Oklahoma,L,灰色,春,4.9,否,快递,否,45,PayPal,每三个月,中年,90,忠实客户
2538,44,男,大衣,外套,49,Maine,M,紫色,夏,4.1,否,两日达,否,30,PayPal,每两周,成年,14,忠实客户
2539,18,男,围巾,配饰,32,New Jersey,M,银色,夏,4.2,否,次日达,否,33,信用卡,双周,青年,14,忠实客户
2540,33,男,凉鞋,鞋履,73,Massachusetts,M,紫色,秋,4.1,否,次日达,否,24,现金,双周,成年,14,忠实客户
2541,24,男,腰带,配饰,42,New Jersey,M,炭灰色,夏,3.9,否,包邮,否,11,借记卡,每季,青年,90,忠实客户
2542,33,男,围巾,配饰,58,Washington,M,银色,春,2.7,否,次日达,否,13,Venmo,每三个月,成年,90,忠实客户
2543,61,男,首饰,配饰,22,Arkansas,M,白色,冬,3.7,否,快递,否,27,PayPal,每年,老年,365,忠实客户
2544,27,男,围巾,配饰,56,West Virginia,L,桃色,春,2.7,否,次日达,否,30,PayPal,双周,青年,14,忠实客户
2545,46,男,长裤,服装,70,Delaware,M,红色,春,2.5,否,次日达,否,39,Venmo,每季,中年,90,忠实客户
2546,38,男,鞋子,鞋履,50,Texas,L,橄榄绿,春,3.9,否,包邮,否,10,借记卡,每年,成年,365,回头客
2547,63,男,靴子,鞋履,21,Texas,L,灰色,夏,3.0,否,快递,否,4,信用卡,每季,老年,90,回头客
2548,47,男,夹克,外套,97,Mississippi,M,米色,夏,3.2,否,两日达,否,16,现金,每周,中年,7,忠实客户
2549,42,男,双肩包,配饰,63,Texas,L,粉色,冬,3.8,否,标准快递,否,34,信用卡,每月,成年,30,忠实客户
2550,41,男,夹克,外套,60,Virginia,M,红色,秋,2.7,否,标准快递,否,11,借记卡,每三个月,成年,90,忠实客户
2551,53,男,靴子,鞋履,52,New Hampshire,XL,桃色,秋,3.0,否,门店自提,否,30,借记卡,每两周,中年,14,忠实客户
2552,29,男,鞋子,鞋履,32,Minnesota,M,栗色,冬,4.1,否,次日达,否,40,借记卡,每年,青年,365,忠实客户
2553,61,男,腰带,配饰,48,Maryland,XL,紫色,春,3.2,否,两日达,否,13,信用卡,每年,老年,365,忠实客户
2554,69,男,首饰,配饰,25,Vermont,M,栗色,夏,4.5,否,门店自提,否,28,Venmo,每三个月,老年,90,忠实客户
2555,51,男,首饰,配饰,68,Kansas,M,灰色,夏,4.3,否,门店自提,否,49,借记卡,双周,中年,14,忠实客户
2556,24,男,长裤,服装,74,Idaho,M,灰色,秋,3.5,否,标准快递,否,23,信用卡,每周,青年,7,忠实客户
2557,24,男,T恤,服装,88,Montana,XL,品红色,秋,3.1,否,标准快递,否,4,银行转账,每季,青年,90,回头客
2558,70,男,短裤,服装,23,Oklahoma,L,青色,春,3.9,否,标准快递,否,17,PayPal,每两周,老年,14,忠实客户
2559,49,男,卫衣,服装,32,California,M,银色,秋,2.7,否,快递,否,24,PayPal,每两周,中年,14,忠实客户
2560,48,男,腰带,配饰,71,Mississippi,S,绿色,冬,4.0,否,包邮,否,21,借记卡,每三个月,中年,90,忠实客户
2561,58,男,靴子,鞋履,62,California,M,紫罗兰色,春,2.7,否,次日达,否,17,借记卡,双周,老年,14,忠实客户
2562,32,男,卫衣,服装,20,New York,L,品红色,春,2.7,否,包邮,否,22,借记卡,每季,成年,90,忠实客户
2563,57,男,短裤,服装,62,Arizona,XL,黄色,春,4.7,否,标准快递,否,27,现金,每两周,中年,14,忠实客户
2564,69,男,双肩包,配饰,81,Massachusetts,XL,灰色,冬,4.5,否,标准快递,否,1,Venmo,每三个月,老年,90,新客户
2565,42,男,围巾,配饰,90,Kentucky,L,靛蓝色,冬,3.0,否,两日达,否,27,银行转账,每周,成年,7,忠实客户
2566,30,男,袜子,服装,43,Vermont,S,靛蓝色,秋,3.6,否,门店自提,否,8,Venmo,每季,青年,90,回头客
2567,35,男,手提包,配饰,38,Missouri,S,黄色,秋,3.3,否,标准快递,否,43,PayPal,每季,成年,90,忠实客户
2568,19,男,太阳镜,配饰,25,Michigan,XL,金色,春,4.3,否,门店自提,否,24,现金,每两周,青年,14,忠实客户
2569,52,男,T恤,服装,98,Texas,XL,绿色,冬,4.3,否,快递,否,29,PayPal,每两周,中年,14,忠实客户
2570,42,男,连衣裙,服装,75,New York,M,炭灰色,春,4.8,否,包邮,否,10,银行转账,双周,成年,14,回头客
2571,36,男,运动鞋,鞋履,27,New Mexico,XL,橄榄绿,春,4.0,否,门店自提,否,12,PayPal,每两周,成年,14,忠实客户
2572,45,男,太阳镜,配饰,27,Mississippi,L,黑色,冬,3.5,否,标准快递,否,48,现金,每两周,中年,14,忠实客户
2573,54,男,女式衬衫,服装,42,Washington,M,银色,秋,3.9,否,次日达,否,40,银行转账,每季,中年,90,忠实客户
2574,54,男,T恤,服装,90,New Mexico,M,红色,夏,4.4,否,门店自提,否,1,银行转账,每年,中年,365,新客户
2575,27,男,帽子,配饰,63,Florida,M,棕色,夏,4.6,否,两日达,否,26,信用卡,每两周,青年,14,忠实客户
2576,53,男,短裤,服装,96,Minnesota,M,银色,秋,4.0,否,快递,否,9,PayPal,每年,中年,365,回头客
2577,20,男,卫衣,服装,40,New Hampshire,M,银色,冬,4.2,否,包邮,否,19,借记卡,每季,青年,90,忠实客户
2578,52,男,袜子,服装,39,Minnesota,L,黑色,秋,4.5,否,次日达,否,37,银行转账,每月,中年,30,忠实客户
2579,54,男,太阳镜,配饰,48,Vermont,M,紫色,秋,3.9,否,包邮,否,3,现金,每季,中年,90,回头客
2580,65,男,女式衬衫,服装,20,Minnesota,M,紫色,夏,3.7,否,快递,否,40,Venmo,每周,老年,7,忠实客户
2581,43,男,牛仔裤,服装,29,Massachusetts,S,绿松石色,夏,3.6,否,门店自提,否,13,银行转账,每季,成年,90,忠实客户
2582,57,男,连衣裙,服装,81,Wyoming,M,金色,冬,4.7,否,快递,否,48,信用卡,每月,中年,30,忠实客户
